"game_date","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2","Net","Distance","Angle"
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"12M 46S",5,5,3,2,"Olympic (Women) - United States","Lee Stecklein","Shot",139,18,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",55.6798886493139,26.1048540090993
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"12M 21S",5,5,3,2,"Olympic (Women) - United States","Annie Pankowski","Shot",167,10,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",39.2460189063808,55.9050220452345
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"11M 34S",5,4,3,2,"Olympic (Women) - United States","Hilary Knight","Shot",182,26,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",17.9234483289349,67.0112831979194
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"10M 46S",5,4,3,2,"Olympic (Women) - United States","Cayla Barnes","Shot",167,58,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",26.9118932815958,35.1664360357929
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"10M 8S",5,4,3,2,"Olympic (Women) - United States","Kelly Pannek","Shot",158,31,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",33.0643312347309,20.3532291480688
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"9M 50S",5,4,3,2,"Olympic (Women) - United States","Alex Carpenter","Shot",162,35,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",28.0223125384041,15.5241109967543
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"9M 24S",5,5,3,2,"Olympic (Women) - United States","Sydney Brodt","Shot",181,49,"Snapshot","Missed","f","f",NA,NA,NA,"Missed",10.3077640640442,39.0938588862295
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"7M 51S",5,5,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",195,25,"Snapshot","Missed","f","f",NA,NA,NA,"Missed",18.5,108.924644416051
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"7M 21S",5,5,3,2,"Olympic (Women) - Canada","Brigette Lacquette","Shot",132,45,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",57.054798220658,2.51136326716318
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"7M 20S",5,5,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",188,34,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",8.55862138431185,83.2901631922431
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"6M 40S",5,5,3,2,"Olympic (Women) - Canada","Blayre Turnbull","Shot",144,33,"Fan","Missed","t","f",NA,NA,NA,"Missed",45.99184710359,11.9207385399223
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"6M 32S",5,5,3,2,"Olympic (Women) - Canada","Renata Fast","Shot",140,45,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",49.0637340609131,2.92072152100047
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"6M 13S",4,5,3,2,"Olympic (Women) - Canada","Brigette Lacquette","Shot",131,46,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",58.1055074842308,3.45331625053104
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"4M 31S",4,5,3,2,"Olympic (Women) - Canada","Loren Gabel","Shot",144,24,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",48.6543934295763,22.3481083479094
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"3M 42S",5,5,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",159,16,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",40.0281151192509,41.4552335444051
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"3M 8S",5,5,3,2,"Olympic (Women) - Canada","Laura Fortino","Shot",134,42,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",55.0022726803175,0.520856374501415
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"2M 43S",5,5,3,2,"Olympic (Women) - Canada","Jillian Saulnier","Shot",160,43,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",29.0043100245464,0.987760399640173
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"2M 38S",5,5,3,2,"Olympic (Women) - Canada","Renata Fast","Shot",133,71,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",62.8351016550463,26.9728434336437
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"2M 26S",5,6,3,2,"Olympic (Women) - Canada","Renata Fast","Shot",133,63,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",59.6343022093828,20.1062347983593
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"2M 26S",5,6,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",171,51,"Deflection","Blocked","t","t",NA,NA,NA,"Missed",19.9060292373944,25.2777222355529
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"1M 20S",4,6,3,2,"Olympic (Women) - Canada","Renata Fast","Shot",163,63,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",33.1096662622866,38.2544203525172
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,"1M 6S",4,6,3,2,"Olympic (Women) - Canada","Renata Fast","Shot",148,69,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",48.8185415595345,32.8762617522106
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,NA,4,4,3,2,"Olympic (Women) - Canada","Laura Fortino","Shot",161,72,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",40.6724722631905,46.4943335912665
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,NA,4,5,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",140,31,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",50.3314017289406,13.2079284627791
"2019-04-06","Olympic (Women) - United States","Olympic (Women) - Canada",3,NA,5,5,3,2,"Olympic (Women) - Canada","Brianne Jenner","Shot",143,14,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",54.1133070510388,31.7809150929834
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"19M 30S",5,5,0,0,"Olympic (Women) - Canada","Melodie Daoust","Shot",158,10,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",44.9138063405898,46.3531919537797
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"18M 19S",5,5,0,0,"Olympic (Women) - Finland","Elisa Holopainen","Shot",184,12,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",30.9071189210512,80.690059825014
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"17M 52S",5,5,0,0,"Olympic (Women) - Canada","Laura Stacey","Shot",170,70,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",33.4252898267165,55.3590524880837
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"17M 42S",5,5,0,0,"Olympic (Women) - Canada","Laura Stacey","Shot",170,60,"Snapshot","Blocked","f","f",NA,NA,NA,"Missed",25.831182706179,42.6467031338917
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"17M 30S",5,5,0,0,"Olympic (Women) - Canada","Jamie Lee Rattray","Goal",175,50,"Deflection","On Net","f","t",NA,NA,NA,"OnNet",15.8823801742686,28.1785901099592
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"17M 15S",5,5,0,1,"Olympic (Women) - Canada","Jillian Saulnier","Shot",179,30,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",16.0078105935821,51.3401917459099
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"16M 58S",5,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",133,7,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",66.304223093254,32.3717780826096
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"16M 50S",5,5,0,1,"Olympic (Women) - Canada","Jocelyne Larocque","Shot",183,31,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",12.9711217710728,62.4471884232822
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"16M 31S",5,5,0,1,"Olympic (Women) - Canada","Loren Gabel","Shot",183,32,"Fan","Missed","t","f",NA,NA,NA,"Missed",12.0933866224478,60.2551187030578
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"16M 17S",5,5,0,1,"Olympic (Women) - Canada","Mich Zandee-Hart","Shot",132,41,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",57.0197334262446,1.50743575877488
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"16M 7S",5,5,0,1,"Olympic (Women) - Canada","Mich Zandee-Hart","Shot",138,19,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",56.153806638553,24.7395088697481
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"15M 50S",5,5,0,1,"Olympic (Women) - Canada","Blayre Turnbull","Shot",147,40,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",42.0743389728229,3.40644375499466
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"15M 33S",5,5,0,1,"Olympic (Women) - Canada","Blayre Turnbull","Shot",147,46,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",42.145581025773,4.76364169072614
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"15M 28S",5,5,0,1,"Olympic (Women) - Canada","Laura Stacey","Shot",173,44,"Deflection","Missed","f","t",NA,NA,NA,"Missed",16.0701586799882,5.35582504285521
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"14M 54S",5,5,0,1,"Olympic (Women) - Finland","Elisa Holopainen","Shot",147,30,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",43.820657229211,16.574007756909
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"14M 20S",5,5,0,1,"Olympic (Women) - Canada","Rebecca Johnston","Shot",166,47,"Snapshot","Blocked","f","f",NA,NA,NA,"Missed",23.4360832905159,11.0702025779394
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"14M 7S",4,5,0,1,"Olympic (Women) - Canada","Rebecca Johnston","Shot",156,36,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",33.6340601176843,11.1428898583393
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"14M 1S",4,5,0,1,"Olympic (Women) - Canada","Sarah Nurse","Shot",171,61,"Snapshot","Missed","t","t",NA,NA,NA,"Missed",25.8118189982806,45.7848246029919
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"13M 43S",4,5,0,1,"Olympic (Women) - Canada","Sarah Nurse","Shot",185,53,"Deflection","Missed","t","t",NA,NA,NA,"Missed",11.2361025271221,69.1455419604217
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"13M 15S",4,5,0,1,"Olympic (Women) - Canada","Jillian Saulnier","Shot",165,62,"Slapshot","Missed","f","t",NA,NA,NA,"Missed",30.9232921921325,39.0938588862295
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"12M 52S",4,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",136,22,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",56.826490301619,21.1460941794077
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"12M 44S",4,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",133,67,"Slapshot","On Net","t","f",NA,NA,NA,"OnNet",61.1248721880054,23.6293777306568
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"12M 25S",4,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",165,66,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",33.5894328621369,44.3969088056195
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"12M 23S",4,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",183,53,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",12.0933866224478,60.2551187030578
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"12M 1S",5,5,0,1,"Olympic (Women) - Canada","Loren Gabel","Shot",145,52,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",45.0138867462031,12.1836565859874
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"11M 35S",5,5,0,1,"Olympic (Women) - Finland","Susanna Tapani","Shot",155,19,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",41.3309811158651,34.6513159120045
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"10M 36S",5,5,0,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",142,39,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",47.1301389770919,4.25884612217038
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"10M 20S",5,5,0,1,"Olympic (Women) - Canada","Laura Fortino","Shot",131,19,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",62.5799488654313,22.0564335270393
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"10M 4S",5,5,0,1,"Olympic (Women) - Canada","Rebecca Johnston","Shot",149,48,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",40.3763544664448,7.82907651005956
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"9M 4S",5,5,0,1,"Olympic (Women) - Canada","Laura Stacey","Shot",165,56,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",27.5363396260287,29.3577535427913
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"8M 14S",4,5,0,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",176,35,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",15.0083310198036,29.9816393688493
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"7M 51S",4,5,0,1,"Olympic (Women) - Finland","Minnamari Tuominen","Shot",145,84,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",60.4834688158674,43.3251620094708
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"6M 44S",4,5,0,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",166,67,"Snapshot","Missed","t","f",NA,NA,NA,"Missed",33.6043151990931,46.8087393224921
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"5M 11S",5,5,0,1,"Olympic (Women) - Canada","Sarah Nurse","Shot",168,20,"Snapshot","On Net","t","f",NA,NA,NA,"OnNet",30.7774267930248,46.974934010882
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"4M 42S",5,5,0,1,"Olympic (Women) - Finland","Nelli Laitinen","Shot",131,13,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",65.0711149435754,26.9588304031648
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"4M 36S",5,5,0,1,"Olympic (Women) - Finland","Petra Nieminen","Shot",188,46,"Wrap Around","On Net","f","f",NA,NA,NA,"OnNet",3.64005494464026,74.0546040990772
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"4M 14S",5,4,0,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",138,56,"Fan","Missed","t","t",NA,NA,NA,"Missed",52.7565161852069,14.8264799703557
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"4M 13S",5,4,0,1,"Olympic (Women) - Finland","Ronja Savolainen","Shot",184,56,"Deflection","On Net","t","t",NA,NA,NA,"OnNet",14.396180048888,69.6768631703371
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"4M 5S",5,4,0,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",144,67,"Slapshot","Blocked","t","t",NA,NA,NA,"Missed",51.2371935218938,28.5658367937466
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"3M 39S",5,4,0,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",142,42,"Slapshot","Missed","t","t",NA,NA,NA,"Missed",47.0026594992241,0.60950657667471
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"3M 38S",5,4,0,1,"Olympic (Women) - Finland","Ronja Savolainen","Goal",188,42,"Deflection","On Net","f","t",NA,NA,NA,"OnNet",1.11803398874989,26.565051177078
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"3M 23S",5,5,1,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",149,14,"Slapshot","On Net","f","f",NA,NA,NA,"OnNet",49.1146617620441,35.4698721674
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"2M 41S",5,5,1,1,"Olympic (Women) - Finland","Venla Hovi","Shot",164,51,"Fan","Missed","t","f",NA,NA,NA,"Missed",26.4054918530218,18.7780332224455
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,"2M 27S",5,5,1,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",145,5,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",57.8121959451464,40.4400499125882
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,NA,5,5,1,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",148,79,"Slapshot","Missed","t","t",NA,NA,NA,"Missed",54.8930778878357,41.6768795548646
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",1,NA,5,5,1,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",162,82,"Snapshot","Blocked","t","f",NA,NA,NA,"Missed",47.8461074696782,55.6456633449603
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"19M 51S",5,5,1,1,"Olympic (Women) - Canada","Renata Fast","Shot",133,79,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",66.8449698930293,33.0957342845083
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"19M 46S",5,5,1,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",134,2,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",68.3026353810744,36.3665801726362
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"19M 12S",5,5,1,1,"Olympic (Women) - Canada","Loren Gabel","Shot",161,25,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",33.0189339621981,32.0053832080835
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"18M 51S",5,5,1,1,"Olympic (Women) - Finland","Noora Tulus","Shot",145,61,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",47.7310171691323,22.8045404713211
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"18M 5S",5,4,1,1,"Olympic (Women) - Finland","Michelle Karvinen","Shot",142,59,"Slapshot","On Net","f","t",NA,NA,NA,"OnNet",49.8121471129282,19.3443292721211
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"17M 27S",5,4,1,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",136,48,"Slapshot","On Net","f","t",NA,NA,NA,"OnNet",53.2846131636517,5.92458198198248
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"16M 49S",5,4,1,1,"Olympic (Women) - Finland","Minnamari Tuominen","Shot",138,81,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",63.9003129882789,37.049226573607
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"16M 1S",3,5,1,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",183,41,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.18465843842649,14.0362434679265
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"15M 23S",3,5,1,1,"Olympic (Women) - Canada","Rebecca Johnston","Shot",182,39,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",7.82623792124926,26.565051177078
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"15M 8S",3,5,1,1,"Olympic (Women) - Canada","Erin Ambrose","Shot",160,62,"Slapshot","On Net","f","t",NA,NA,NA,"OnNet",34.9463875100131,33.9174305369703
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"14M 57S",3,5,1,1,"Olympic (Women) - Canada","Melodie Daoust","Shot",170,55,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",22.7431308310883,33.340707346477
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"14M 44S",3,5,1,1,"Olympic (Women) - Canada","Brianne Jenner","Shot",158,62,"Slapshot","Blocked","t","f",NA,NA,NA,"Missed",36.62308015446,32.1712171285446
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"14M 29S",3,5,1,1,"Olympic (Women) - Canada","Sarah Nurse","Shot",161,27,"Deflection","On Net","f","f",NA,NA,NA,"OnNet",32.0039060116105,28.967660646064
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"13M 11S",5,4,1,1,"Olympic (Women) - Finland","Jenni Hiirikoski","Goal",130,41,"Slapshot","On Net","t","t",NA,NA,NA,"OnNet",59.0190647164118,1.45635863433967
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"13M 0S",5,5,2,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",172,41,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",17.066048165876,5.04245106917088
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"12M 59S",5,5,2,1,"Olympic (Women) - Canada","Natalie Spooner","Shot",184,49,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",8.20060973342836,52.4314079711725
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"12M 47S",5,5,2,1,"Olympic (Women) - Finland","Petra Nieminen","Shot",156,31,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",34.9463875100131,19.2126718171856
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"12M 9S",5,5,2,1,"Olympic (Women) - Canada","Loren Gabel","Goal",182,40,"Deflection","On Net","f","f",NA,NA,NA,"OnNet",7.43303437365925,19.6538240580533
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"11M 38S",5,5,2,2,"Olympic (Women) - Canada","Rebecca Johnston","Shot",151,16,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",46.327637539594,34.8907015075048
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"11M 35S",5,5,2,2,"Olympic (Women) - Canada","Rebecca Johnston","Shot",172,33,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",19.4743420941504,29.1974860460645
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"11M 20S",5,5,2,2,"Olympic (Women) - Canada","Natalie Spooner","Shot",178,30,"Wristshot","Missed","f","f",NA,NA,NA,"Missed",16.6508258053467,48.6522227803063
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"11M 14S",5,5,2,2,"Olympic (Women) - Canada","Natalie Spooner","Shot",167,69,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",34.4419801985891,50.3009265165257
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"10M 8S",5,5,2,2,"Olympic (Women) - Canada","Loren Gabel","Shot",184,51,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",9.86154146165801,59.5344550805401
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"10M 7S",5,5,2,2,"Olympic (Women) - Canada","Loren Gabel","Shot",183,51,"Snapshot","On Net","f","f",NA,NA,NA,"OnNet",10.4043260233424,54.7824070318073
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"10M 1S",5,5,2,2,"Olympic (Women) - Canada","Laura Fortino","Shot",144,16,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",52.2230791891861,30.4933584024757
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"9M 39S",5,5,2,2,"Olympic (Women) - Finland","Susanna Tapani","Shot",183,46,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",6.9462219947249,30.2564371635293
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"9M 29S",5,5,2,2,"Olympic (Women) - Finland","Nelli Laitinen","Shot",145,18,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",50.361195378982,29.1098555568911
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"8M 56S",5,5,2,2,"Olympic (Women) - Finland","Jenni Hiirikoski","Shot",181,5,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",38.3438391400757,77.957424857115
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"8M 49S",5,5,2,2,"Olympic (Women) - Finland","Ronja Savolainen","Shot",128,62,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",64.0410024905919,17.7276294543778
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 49S",5,5,2,2,"Olympic (Women) - Canada","Rebecca Johnston","Shot",170,72,"Wristshot","On Net","t","f",NA,NA,NA,"OnNet",35.0891721190455,57.2157191341309
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 47S",5,5,2,2,"Olympic (Women) - Canada","Melodie Daoust","Shot",182,43,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",7.0178344238091,4.0856167799748
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 22S",5,5,2,2,"Olympic (Women) - Finland","Ronja Savolainen","Shot",130,63,"Wristshot","Blocked","t","f",NA,NA,NA,"Missed",62.4599871918014,19.1601731219812
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 14S",5,5,2,2,"Olympic (Women) - Canada","Emily Clark","Shot",169,15,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",34.0036762718386,53.9726266148964
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 12S",5,5,2,2,"Olympic (Women) - Canada","Natalie Spooner","Shot",180,36,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",11.1018016555873,35.8376529542783
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"7M 7S",5,5,2,2,"Olympic (Women) - Canada","Mich Zandee-Hart","Shot",169,65,"Wristshot","Blocked","f","f",NA,NA,NA,"Missed",30.1039864469807,48.3664606634298
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"6M 39S",5,5,2,2,"Olympic (Women) - Canada","Ann-Sophie Bettez","Shot",180,51,"Wristshot","On Net","f","f",NA,NA,NA,"OnNet",12.3794184031399,43.3634229583833
"2019-04-13","Olympic (Women) - Finland","Olympic (Women) - Canada",2,"6M 35S",5,5,2,2,"Olympic (Women) - Canada","Brigette Lacquette","Shot",134,16,"Wristshot","Missed","t","f",NA,NA,NA,"Missed",61.0512080142564,25.7256126433657
